truckingcompanyid,productid,distanceinmiles,fuelcost,linehaulcost,source,destination
2532,8,97.32,5.47,1510.37,Indianapolis,Seattle
5657,20,875.88,5.3,410,San Jose,Denver
7147,20,3308.88,5.26,217.41,Oakland,Austin
9016,16,875.88,5.34,603.22,Chicago,Jacksonville
5367,7,2530.32,6.34,653.8,Arlington,Nashville
2951,7,2238.36,7.2,63.72,Albuquerque,Dallas
3476,1,1654.44,6.37,412.34,Portland,Dallas
4057,6,3406.2,3.15,158.15,Fort Worth,Tampa
6485,21,681.24,8.66,808.5,Albuquerque,Oklahoma City
5849,19,2141.04,6.82,210.39,Chicago,Oklahoma City
3886,3,291.96,6.01,1523.88,Oakland,Miami
6406,21,1849.08,5.35,461.16,Miami,Nashville
7060,10,2919.6,4.95,531.4,Columbus,Virginia Beach
4479,18,2724.96,5.75,42.06,Boston,Arlington
6248,6,1557.12,5.98,613.41,Fresno,New Orleans
1346,21,583.92,4.6,299.03,Nashville,Indianapolis
1187,3,1849.08,6.97,44.86,Milwaukee,New Orleans
1630,10,583.92,5.98,542.63,Philadelphia,Jacksonville
1084,2,583.92,5.74,486.05,Denver,Fort Worth
8426,17,2238.36,5.72,39.05,San Jose,Tucson
5534,12,2335.68,3.73,93.01,Albuquerque,San Diego
6371,10,97.32,4.4,2500.48,Tulsa,Minneapolis
1176,9,389.28,3.49,2932.88,Dallas,Phoenix
4459,11,2919.6,5.85,43.07,Seattle,Tampa
2215,2,1167.84,3.92,187.21,Miami,Baltimore
6368,18,2335.68,7.95,152.71,Dallas,Tucson
9284,9,1459.8,6.11,412.88,Milwaukee,Minneapolis
3585,2,1849.08,6.28,72.72,Detroit,Phoenix
1650,17,2433,5.4,62.89,San Francisco,Raleigh
5482,11,2530.32,3.39,279.31,Austin,Atlanta
9201,21,2822.28,3.94,163.39,Sacramento,San Antonio
4781,11,2724.96,6.19,413.5,Columbus,Miami
3218,1,1070.52,4.93,205.9,Boston,San Jose
8192,5,1557.12,6.19,219.48,Louisville,Oakland
5656,11,1167.84,4.73,342.12,Jacksonville,Detroit
5899,2,1557.12,5.26,228.98,Albuquerque,San Francisco
5781,17,1751.76,5.83,93.41,Baltimore,Jacksonville
6879,22,3503.52,4.22,396.51,Miami,Philadelphia
8607,8,1557.12,7.05,300.31,Long Beach,Las Vegas
7390,13,4476.72,7.45,124.8,Chicago,Arlington
6283,2,2335.68,7.21,151.7,Tampa,Detroit
7319,12,2335.68,3.69,201.57,Nashville,Tulsa
8486,4,583.92,6.52,396.64,Charlotte,Boston
1257,7,3600.84,3.06,72.96,Minneapolis,Dallas
3043,1,2141.04,4.28,86.4,Tucson,Austin
8775,4,389.28,5.85,602.08,Charlotte,Denver
9124,13,2141.04,5.11,304.49,Fresno,Jacksonville
9483,9,583.92,5.55,138.59,Washington,Portland
9901,15,291.96,3.82,645.17,Phoenix,Los Angeles
5045,12,1654.44,4.99,524.4,Tucson,San Francisco
3752,1,2043.72,6.72,42.19,Columbus,Mesa
1479,4,1751.76,6.02,206.65,Mesa,Indianapolis
8495,1,1070.52,5.88,223.95,Boston,San Jose
8766,13,2238.36,5.92,349.58,Fresno,Austin
8674,21,1459.8,6.34,660.89,Louisville,Columbus
9534,10,3114.24,5.3,45.19,Seattle,New Orleans
9421,9,2141.04,5.96,421.97,New Orleans,Memphis
1436,10,681.24,5.46,1743.77,Atlanta,Baltimore
4188,14,3114.24,3.76,188.96,Tampa,San Francisco
6400,4,1167.84,5.37,145.97,Philadelphia,Seattle
1709,4,2433,5.03,316.93,Jacksonville,Atlanta
7040,7,2724.96,4.86,80.63,Long Beach,Charlotte
9608,4,291.96,6.1,279.52,New Orleans,Tulsa
2093,3,3406.2,6.57,149.05,Oakland,San Jose
4880,12,3406.2,5.99,358.49,Los Angeles,Atlanta
6507,1,2433,5.66,67.94,Tampa,Nashville
9682,4,2627.64,3.71,266.5,Columbus,Raleigh
6236,5,194.64,5.23,732.32,Washington,Seattle
6691,20,2530.32,5.38,257.69,Miami,San Francisco
2635,24,2627.64,6.86,471.69,San Jose,Atlanta
6034,11,1070.52,6.87,279.55,El Paso,Tucson
1225,18,1265.16,7.76,263.62,El Paso,Dallas
3329,2,681.24,6.26,633.75,Virginia Beach,Atlanta
4035,24,2335.68,4.89,111.31,Kansas City,Columbus
9873,7,3308.88,5.22,65.55,Virginia Beach,San Jose
3412,20,1167.84,5.69,323.82,San Antonio,Denver
2441,3,1459.8,6.34,1250.67,El Paso,Atlanta
1028,4,1751.76,3.78,270.31,Dallas,Las Vegas
5071,7,3406.2,6.49,135.68,Jacksonville,Tulsa
2744,6,875.88,6.23,834.92,Colorado Springs,Baltimore
4555,3,1167.84,4.58,373.7,Las Vegas,Charlotte
7849,17,1946.4,5.82,407.89,Nashville,Chicago
5391,5,389.28,7.54,1290.5,Fort Worth,Dallas
4850,14,1167.84,5.8,79.92,Tucson,Boston
6759,5,1362.48,5.82,52.56,Tulsa,Tucson
9071,6,194.64,5.76,1669.64,Indianapolis,Denver
1656,7,2919.6,5.75,97.14,Los Angeles,Albuquerque
9092,6,194.64,5.62,643.12,Nashville,Boston
9503,7,389.28,6.22,3688.3,Philadelphia,Los Angeles
7704,23,291.96,5.58,1124.84,Sacramento,Tucson
7760,19,194.64,6.51,4174.63,Phoenix,Chicago
9084,15,389.28,4.55,2540.3,Miami,Minneapolis
9841,6,973.2,5.03,83.96,Oklahoma City,Charlotte
8332,12,875.88,6.24,161.2,Oklahoma City,San Francisco
3233,11,4087.44,6.84,164.76,Phoenix,Tulsa
9113,2,1265.16,5.21,395.42,Dallas,El Paso
7410,23,2724.96,5.69,211.07,Tucson,Phoenix
8946,21,194.64,5.68,4419.45,Austin,Dallas
4097,3,1362.48,4.82,209.89,Denver,Tucson
5291,4,97.32,5.28,8299.47,Tucson,Albuquerque
6512,24,1265.16,5.59,492.48,Denver,Philadelphia
6101,10,778.56,5.79,1618.92,Colorado Springs,Milwaukee
9053,7,486.6,5.77,955.88,Tucson,Memphis
7394,12,1459.8,7.61,260.66,San Francisco,Milwaukee
3495,20,291.96,5.97,3953.03,Tucson,Baltimore
9823,6,291.96,3.8,502.93,Arlington,Minneapolis
2633,2,2433,5.33,219.68,Phoenix,Baltimore
8143,12,1654.44,4.63,800.93,Fresno,Indianapolis
5042,12,583.92,4.54,270.92,San Diego,Los Angeles
9160,19,3016.92,3.66,133.37,New Orleans,Denver
5155,8,1265.16,5.97,410.63,San Antonio,Washington
1755,14,1167.84,5.65,292.61,Charlotte,Las Vegas
6734,4,1654.44,4.56,121.44,Miami,Oklahoma City
3775,17,2433,5.36,28.12,Arlington,Detroit
2250,22,875.88,6.26,411.05,Oakland,Sacramento
4314,10,1946.4,4.8,272.53,Portland,Minneapolis
3549,21,3892.8,6.28,97.3,Philadelphia,Minneapolis
1430,15,1459.8,5.8,516.36,Denver,Houston
6840,2,2627.64,6.32,46.35,Raleigh,Columbus
6457,23,1849.08,6.22,792.15,Boston,Omaha
5770,4,2822.28,5.04,437.06,Phoenix,Fresno
5381,3,1070.52,4.6,217.96,Philadelphia,Indianapolis
3421,19,1362.48,5.26,82.24,San Francisco,Los Angeles
3546,13,681.24,6.42,520.71,Louisville,Sacramento
8356,11,875.88,6.09,449.57,Arlington,Omaha
8648,12,2238.36,6.02,250.22,San Antonio,Baltimore
5272,6,1167.84,3.85,188.3,Miami,Baltimore
8406,13,778.56,7.69,375.8,Baltimore,El Paso
7647,14,2141.04,6.08,148.52,Los Angeles,Detroit
9862,16,1849.08,5.74,235.18,New Orleans,Milwaukee
4082,2,3308.88,4.39,80.94,San Francisco,New Orleans
3055,1,1557.12,4.35,415.4,Washington,Sacramento
9989,21,778.56,5.95,1071.22,Fresno,Portland
2650,19,1070.52,5.91,240.06,Portland,Charlotte
7795,10,2627.64,5.21,402.21,Nashville,New Orleans
1282,13,1946.4,4.65,328.12,Phoenix,Oklahoma City
2652,10,1265.16,5.72,456.28,Milwaukee,Seattle
4573,19,973.2,3.77,1113.7,Dallas,Denver
1079,20,681.24,5.23,868.68,Raleigh,Fresno
3019,14,1167.84,7.05,374.6,Philadelphia,Seattle
9110,20,875.88,4.68,56.8,Long Beach,Fresno
9127,5,3211.56,5.79,189.94,Kansas City,Phoenix
3701,16,1362.48,8.2,182.85,Detroit,Kansas City
7309,20,2335.68,5.33,279.8,El Paso,Minneapolis
3322,14,3892.8,4.18,368.95,Chicago,Long Beach
4106,6,1849.08,6.09,106.09,Las Vegas,Minneapolis
7291,7,2822.28,5.09,91.52,San Jose,Colorado Springs
8404,19,3990.12,4.23,157.63,Chicago,Virginia Beach
1462,22,681.24,6.05,475.02,Las Vegas,Washington
7936,24,1946.4,6.41,169.77,Arlington,Louisville
4788,16,2335.68,6.08,302.69,Raleigh,Indianapolis
2723,13,681.24,5.73,341.81,Albuquerque,Colorado Springs
1033,1,97.32,4.71,11945.89,Jacksonville,Austin
6322,10,3406.2,6.51,50.9,Los Angeles,Atlanta
1306,11,97.32,6.02,9453.7,Atlanta,Sacramento
7845,24,681.24,6.71,561.3,Phoenix,Jacksonville
9637,18,681.24,5.08,303.62,Columbus,Boston
1847,15,194.64,6.02,3040.86,Dallas,Austin
5961,1,2724.96,3.84,15.68,Austin,Colorado Springs
1609,12,1557.12,6.94,712.5,Chicago,Denver
4458,9,1459.8,6.65,584.69,Memphis,Long Beach
7893,12,3503.52,3.51,55.07,Arlington,Fort Worth
8244,18,1167.84,5.05,1143.62,Washington,Albuquerque
4734,9,1070.52,5.97,279.29,Austin,El Paso
9912,7,2724.96,4.75,553.97,Philadelphia,Fresno
4214,14,1070.52,6.03,434.37,Boston,Albuquerque
7214,16,2043.72,6.64,76.04,Tucson,Jacksonville
1756,10,2822.28,4.16,217.47,Columbus,Long Beach
5609,16,1849.08,5.73,319.36,Milwaukee,New Orleans
2453,19,97.32,4.36,3671.37,Washington,Boston
4143,13,389.28,5.12,1515.06,Jacksonville,San Francisco
5817,20,3406.2,4.65,268.64,Kansas City,Chicago
4450,11,1459.8,5.83,81.03,Tucson,Tampa
5927,15,291.96,5.03,3255.93,Raleigh,Kansas City
2084,5,2238.36,6.13,104.3,Kansas City,Charlotte
1995,5,486.6,6.19,294.55,Columbus,Dallas
8738,4,2627.64,7.15,476.63,Fort Worth,Omaha
9032,20,1751.76,6.89,156.94,Austin,Louisville
1758,22,583.92,4.75,634.57,Tulsa,Raleigh
4768,9,97.32,5.28,3581.14,Long Beach,Miami
6380,14,3016.92,3.63,91.94,San Jose,Raleigh
6175,4,681.24,7.52,213.75,Boston,Memphis
2081,3,3698.16,5.07,25.73,San Jose,Tampa
1427,5,778.56,5.03,290.26,Houston,Jacksonville
5988,4,875.88,6.24,1391.37,Oklahoma City,Fresno
2716,7,389.28,6.45,1175.1,Houston,San Diego
7317,22,486.6,5.41,1861.77,Miami,Tulsa
2460,23,2238.36,5.78,115.42,Louisville,Philadelphia
9344,16,389.28,4.91,1374.89,Austin,San Antonio
8884,7,389.28,6.42,359.04,New Orleans,Minneapolis
2031,23,3503.52,5.01,30.81,Houston,Omaha
4644,2,1167.84,6.47,228.56,Milwaukee,Long Beach
8784,24,583.92,6.19,131.91,Nashville,Indianapolis
8820,15,875.88,5.84,1002.18,Oklahoma City,San Francisco
7040,18,389.28,5.48,4771.85,Oakland,Raleigh
3468,15,1362.48,5.23,112.55,Denver,Tucson
2789,12,3016.92,3.11,478.88,Fresno,Chicago
8448,16,2043.72,6.88,896.73,Louisville,New Orleans
9023,3,1167.84,3.5,445.94,Kansas City,New Orleans
9556,17,4087.44,6.57,265.42,Virginia Beach,Los Angeles
2862,5,4574.04,6.08,53.11,Los Angeles,Arlington
1371,1,389.28,5.78,931.55,Fort Worth,Dallas
2937,3,3016.92,2.97,41.21,Chicago,Fresno
7183,2,3698.16,7.05,43.29,Omaha,Los Angeles
2556,3,681.24,6.15,1743.46,Oklahoma City,Albuquerque
4407,23,1557.12,4.2,58.46,Arlington,Tucson
3530,24,1167.84,4.23,440.07,Jacksonville,Detroit
8788,5,486.6,6.09,689.66,Oakland,New Orleans
2925,3,1070.52,6.53,188.41,Nashville,Fresno
4724,4,2238.36,6.79,39.95,Raleigh,Seattle
6961,11,97.32,4.49,1488.04,Oakland,Minneapolis
7010,3,389.28,5.1,1652.39,Jacksonville,San Francisco
5818,11,973.2,4.08,1202.26,Fort Worth,Nashville
2714,9,2530.32,5.29,428.17,El Paso,Tampa
2557,20,2822.28,5.11,119.96,Kansas City,Dallas
7183,5,1654.44,3.04,122.61,Indianapolis,Fresno
1534,3,2433,7.26,169.43,Sacramento,Austin
9039,15,2822.28,4.59,142.04,Long Beach,Columbus
5231,24,4087.44,6.95,19.17,Chicago,Oakland
1525,14,1265.16,4.97,231.75,Mesa,El Paso
5621,1,2627.64,6.02,229.3,Albuquerque,Phoenix
8701,11,1459.8,6.37,628.37,Mesa,New Orleans
6444,13,1167.84,5.48,521.67,Seattle,Baltimore
8332,20,2822.28,5.37,108.75,Tulsa,Seattle
2318,4,1946.4,4.6,73.62,Indianapolis,Atlanta
4653,10,1459.8,6.17,148.3,Raleigh,Portland
2917,23,97.32,4.02,1482.65,San Jose,Dallas
3442,9,97.32,4,11547.58,Sacramento,Atlanta
5160,18,583.92,5.56,480.08,Charlotte,Boston
6151,22,875.88,4.18,240.85,Baltimore,Colorado Springs
9870,5,2335.68,5.9,567.88,Chicago,Las Vegas
2023,12,3503.52,6.8,22.39,Long Beach,San Antonio
2825,22,973.2,6.3,565.93,Denver,Dallas
3932,17,1167.84,3.45,546.61,San Diego,Washington
3756,20,291.96,5.15,2829.94,Miami,Oakland
3040,2,97.32,6.47,1458.62,Memphis,Las Vegas
8046,12,681.24,3.24,719.99,Miami,Arlington
3792,4,1557.12,5.44,225.15,Tucson,Arlington
4269,6,486.6,4.07,202.08,Boston,San Francisco
9817,4,2141.04,4.96,81.73,Baltimore,San Diego
5352,24,1459.8,6.81,392.62,Milwaukee,Minneapolis
1008,8,389.28,7.49,217.8,Portland,Baltimore
1379,20,1265.16,4.16,631.6,Detroit,Austin
7568,19,486.6,4.11,435.52,Kansas City,Tucson
6631,23,973.2,7.43,326.23,Miami,Albuquerque
9570,24,3698.16,5.61,18.32,Chicago,Raleigh
5733,23,681.24,4.73,630.71,Las Vegas,Fresno
8516,17,1070.52,6.08,251.98,Chicago,Columbus
4411,14,3308.88,5.84,462.05,Colorado Springs,Phoenix
8667,13,1167.84,5.26,184.83,Baltimore,Miami
3067,14,973.2,4.4,140.85,Milwaukee,Boston
3161,1,1849.08,5.71,494.53,Fort Worth,Albuquerque
5623,9,291.96,6.12,2017.02,Tucson,Baltimore
5259,17,1751.76,7.28,148.75,San Antonio,Oklahoma City
7949,3,2724.96,2.37,44.12,Houston,Albuquerque
1484,14,2335.68,5.26,235.32,Nashville,Tulsa
1871,12,973.2,6.96,1605.05,Omaha,Baltimore
6140,11,291.96,4.48,878.02,Portland,Nashville
7193,1,1362.48,5.96,212.74,Las Vegas,Fort Worth
4805,8,389.28,5.24,887.38,Fresno,Baltimore
6361,22,2919.6,5.66,345.13,Columbus,Virginia Beach
2011,16,389.28,6.16,1582.51,Portland,Baltimore
4644,13,97.32,4.9,5802.05,Albuquerque,Milwaukee
2866,7,97.32,6.47,5064.07,Boston,El Paso
3849,7,97.32,5.77,15684.42,Tulsa,Tampa
2275,13,1167.84,6.05,188.05,San Antonio,Denver
6977,5,1946.4,4.95,868.12,Raleigh,Boston
5086,21,194.64,5.88,1042.71,Raleigh,Long Beach
7054,19,1654.44,4.64,264.13,Minneapolis,Louisville
2028,11,1167.84,5.06,206.75,Indianapolis,Louisville
4293,19,875.88,5.63,451.01,Tucson,Detroit
6463,3,778.56,3.29,1480.2,Portland,Fresno
2621,16,875.88,5.45,358.02,Tampa,Colorado Springs
8570,16,1362.48,7.21,483.77,Nashville,Dallas
4019,1,486.6,5.28,877.03,Nashville,Memphis
5481,24,1070.52,5.42,525.97,Milwaukee,Miami
5686,15,1362.48,6.39,33.9,Miami,Memphis
4230,1,2627.64,4.59,88.51,Phoenix,Albuquerque
9029,1,875.88,7.11,349.71,Washington,Austin
3486,6,97.32,5.77,12993.18,Virginia Beach,Oakland
3387,12,2141.04,5.18,539.51,Detroit,Los Angeles
5365,17,778.56,5.98,845.81,Tulsa,Colorado Springs
1336,19,583.92,5.68,281.52,Miami,Tampa
4803,13,1265.16,4.49,406.99,Atlanta,New Orleans
7044,15,1167.84,6.7,140.85,Fresno,Minneapolis
7715,16,3795.48,4.5,69.18,Los Angeles,Raleigh
3326,4,3016.92,5.41,106.26,Colorado Springs,San Diego
6099,20,1070.52,5.36,229.19,San Francisco,Phoenix
5108,6,3892.8,6.88,65.46,Chicago,Long Beach
1832,14,1654.44,4.65,200.53,Columbus,Milwaukee
5337,1,1751.76,4.55,570.05,Albuquerque,Columbus
8857,13,3308.88,6.02,171.23,Oakland,Austin
3518,9,2530.32,3.55,136.54,Milwaukee,Phoenix
2510,19,1751.76,5.69,91.12,Oklahoma City,San Antonio
3862,16,389.28,5.09,207.47,San Jose,Columbus
1670,12,3308.88,5.22,301.11,Minneapolis,Jacksonville
5525,6,1070.52,5.62,415.38,Milwaukee,Washington
8299,13,681.24,5.66,1150.59,Albuquerque,Oklahoma City
5844,8,194.64,5.4,4158.16,Las Vegas,Louisville
6056,5,2043.72,4.64,282.66,Baltimore,Dallas
4345,3,3308.88,5.31,155.12,Dallas,Long Beach
7495,18,97.32,5.61,1361.56,Oklahoma City,Portland
8065,3,97.32,6.77,1281.36,Jacksonville,Austin
4803,2,1849.08,5.25,345.27,Portland,Oakland
6096,14,1265.16,5.4,737.63,Raleigh,Memphis
6306,17,1557.12,6.24,230.87,Albuquerque,Tampa
7489,7,1070.52,4.82,782.65,Los Angeles,Fort Worth
6668,12,2238.36,8.83,55.85,Detroit,Tulsa
5475,3,1751.76,4.4,63.62,Colorado Springs,Boston
3688,16,486.6,5.51,1320.99,Dallas,Columbus
1001,21,2433,4.53,457.62,Philadelphia,Milwaukee
3210,14,97.32,3.98,12212.21,Mesa,Fresno
2269,7,1362.48,4.54,758.69,Atlanta,Nashville
5066,1,1557.12,6.97,1128.87,Denver,Chicago
5087,14,2724.96,5.37,257.87,Seattle,Minneapolis
6623,24,778.56,4.73,806.31,Miami,Fresno
7310,21,2043.72,6.77,349.31,Dallas,Baltimore
1802,13,389.28,7.44,1125.76,Sacramento,Albuquerque
8627,6,2141.04,3.61,252.09,San Antonio,Louisville
4972,17,1265.16,4.77,293.38,Columbus,Las Vegas
6625,12,973.2,6.98,770.21,Columbus,Houston
9441,18,2724.96,5.35,132.75,San Diego,Sacramento
4066,23,2043.72,4.49,323.58,Minneapolis,Oklahoma City
6106,2,1557.12,5.22,80.33,Indianapolis,Tucson
8788,2,681.24,6.53,680.11,Fresno,Las Vegas
3296,24,2043.72,4.76,159.9,Las Vegas,Tampa
8637,11,1751.76,4.7,70.78,Mesa,Indianapolis
5521,1,1459.8,3.75,363.35,Detroit,Dallas
8946,12,1459.8,5.31,69.79,San Diego,Nashville
5168,16,1751.76,4.78,379.44,Austin,Louisville
5869,8,3698.16,8.26,219.53,Phoenix,Long Beach
8765,5,1459.8,4.26,817.9,Albuquerque,Tulsa
4220,23,4087.44,6.94,294.83,San Diego,New Orleans
8099,14,97.32,5.59,9392.34,San Antonio,San Diego
4834,17,1849.08,4.9,623.75,Raleigh,El Paso
6110,24,3211.56,5.62,255.31,San Jose,Long Beach
2128,15,2822.28,5.29,225.67,Mesa,Philadelphia
8503,19,194.64,5.6,1504.2,Atlanta,Mesa
9766,9,1167.84,6.56,98.31,Los Angeles,Columbus
7347,19,778.56,5.89,591.47,Charlotte,San Antonio
2868,10,3114.24,6.4,27.54,Mesa,Chicago
1596,20,1070.52,6.36,275.96,Portland,Charlotte
2405,2,389.28,4.86,991.15,Long Beach,Tulsa
3543,24,2238.36,4.33,114.83,Louisville,Philadelphia
4530,20,681.24,5.85,225.29,Boston,Columbus
5269,12,389.28,4.71,1300.54,San Francisco,Washington
9282,10,389.28,5.71,634.22,Louisville,Tucson
2903,10,1070.52,6.21,156.27,Omaha,Louisville
9970,19,3308.88,6.25,54.28,Phoenix,Colorado Springs
4585,22,2335.68,4.33,139.25,Detroit,Tampa
4090,3,4476.72,6.04,263.67,Arlington,Chicago
1614,19,1849.08,6.93,214.85,Las Vegas,San Diego
6429,13,1654.44,5.06,159.88,Jacksonville,Louisville
5753,15,1654.44,4.25,105.48,New Orleans,Tucson
2800,6,486.6,5.66,2273.04,Mesa,Baltimore
4557,15,3016.92,5.85,185.63,Sacramento,Phoenix
6764,8,291.96,6.02,2800.44,El Paso,Oklahoma City
5118,10,681.24,4.51,1080.47,Nashville,Baltimore
8613,19,681.24,5.44,798.73,Long Beach,Sacramento
3650,14,3795.48,5.59,187.5,Tampa,Dallas
3078,21,875.88,6.63,613.48,Portland,Mesa
6460,18,681.24,3.78,866.95,Albuquerque,Colorado Springs
9777,17,2627.64,7.01,664.08,Colorado Springs,Jacksonville
7663,1,3114.24,7.72,76.92,New Orleans,Seattle
2348,18,1167.84,4.09,358.66,Portland,Columbus
2860,14,486.6,7.58,275.25,Charlotte,Washington
7677,5,3016.92,5.86,231.07,Omaha,Dallas
1466,18,1459.8,4.99,309.67,San Francisco,Milwaukee
8744,21,1946.4,5.96,196.06,Tulsa,Las Vegas
2668,2,194.64,6.2,1167.36,Arlington,Tulsa
4698,24,2043.72,4.54,175.5,Raleigh,Washington
7803,10,1167.84,6.65,1001.68,Virginia Beach,Albuquerque
7517,19,583.92,4.69,752.61,Detroit,Baltimore
4958,12,2919.6,6.27,214.01,Long Beach,Fort Worth
1425,9,3795.48,6.08,136.29,Chicago,Miami
4686,15,3308.88,5.89,104.03,San Diego,Miami
3692,8,2919.6,6.37,338.69,Tampa,Seattle
1968,12,1849.08,5.34,266.67,Miami,Nashville
8212,19,3503.52,4.62,69.16,Dallas,Oakland
6708,13,1751.76,4.02,160.42,Memphis,Minneapolis
6243,16,1459.8,4.04,322.81,Dallas,Detroit
8989,17,1362.48,5.22,1495.35,Denver,Tucson
7028,8,1654.44,5.61,67.84,Austin,Memphis
7833,21,2043.72,5.75,47.22,Arlington,Memphis
5538,11,1654.44,4.39,159.31,Chicago,Washington
8549,4,2627.64,5.14,34.67,Los Angeles,Louisville
4348,7,1167.84,4.18,368.76,Nashville,Austin
4835,17,2822.28,7.61,256.02,Washington,Arlington
1852,22,2627.64,5.21,66.81,Boston,Tampa
1364,10,486.6,6.04,2002.33,Mesa,Baltimore
3920,5,1946.4,5.01,1815.1,El Paso,Miami
3179,22,778.56,3.24,950.09,Oakland,Atlanta
6615,17,2627.64,5.22,269.88,Sacramento,Dallas
8369,10,2724.96,7.17,200.25,Jacksonville,Omaha
1250,19,3892.8,5.39,57.86,Chicago,Long Beach
5845,2,1070.52,6.65,80.73,Denver,Baltimore
2040,17,2238.36,6.49,73.7,Nashville,Minneapolis
3644,21,1167.84,6.84,233.35,Arlington,Atlanta
6806,2,194.64,4.9,1645.42,Albuquerque,Baltimore
7900,6,97.32,3.36,2500.2,Charlotte,Columbus
4199,6,1167.84,4.92,512.46,Long Beach,Milwaukee
9376,13,2238.36,4.85,250.47,Tulsa,Detroit
3512,14,778.56,6.14,395.92,Miami,Fresno
3893,1,194.64,5.38,3271.78,Atlanta,Mesa
8330,7,486.6,6.53,1033.62,Seattle,Fort Worth
8299,20,2335.68,6.04,180.49,Washington,Virginia Beach
9638,3,1751.76,5.94,979.34,El Paso,Houston
2356,4,1459.8,6.48,452.71,Baltimore,Charlotte
6224,1,2238.36,5.71,468.9,Las Vegas,New Orleans
9025,8,1362.48,3.49,279.26,Mesa,Arlington
1793,7,778.56,4.59,669.67,Colorado Springs,Milwaukee
1728,7,3406.2,5.08,139.1,Columbus,Arlington
9714,20,1167.84,6.53,338.64,Sacramento,Detroit
5588,14,973.2,4.43,753.3,Fresno,Detroit
5288,18,3114.24,5.48,290.81,Phoenix,Atlanta
9922,21,2433,4.77,240.98,Indianapolis,Miami
4572,19,194.64,6.49,1215.64,Minneapolis,Tampa
9100,9,2433,6.1,379.72,Chicago,Memphis
4559,21,4087.44,5.53,36.6,San Diego,New Orleans
2438,20,3698.16,5.67,25.13,San Antonio,Oakland
1028,14,1167.84,7.18,444.35,Mesa,Tulsa
3097,24,2530.32,5.7,25.97,New Orleans,Detroit
9629,19,389.28,7.33,601.91,Indianapolis,Fort Worth
1162,14,1751.76,4.74,375.02,Colorado Springs,Boston
5004,2,1167.84,5.11,726.21,Kansas City,Portland
6829,8,3308.88,3.48,147.97,Kansas City,Houston
1321,13,1362.48,4.88,390.37,Oakland,Milwaukee
6134,24,2141.04,5.14,106.59,Phoenix,Las Vegas
5639,7,3990.12,3.67,65.7,San Diego,Arlington
2294,5,1557.12,4.77,850.72,Boston,Phoenix
3407,16,1849.08,6.19,755.35,Albuquerque,Fort Worth
1551,5,973.2,4.62,401.43,Sacramento,Minneapolis
1984,1,389.28,4.7,540.28,Mesa,Milwaukee
3506,3,875.88,5.93,681.14,Columbus,Phoenix
6541,8,2335.68,5.48,326.98,Mesa,Austin
9796,12,389.28,5.67,1115.25,Sacramento,Omaha
9452,16,1167.84,6.01,775.17,Austin,Nashville
5100,3,2141.04,4.81,456.86,Fresno,Jacksonville
3332,2,3016.92,6.25,536.43,Los Angeles,Tucson
2434,7,1265.16,5.24,211.05,New Orleans,Atlanta
2302,17,1849.08,5.75,245.27,Memphis,Dallas
6164,2,681.24,4.5,91,Kansas City,Oakland
2333,7,1167.84,6,329.34,Detroit,Jacksonville
8725,1,1070.52,5.38,883.49,Jacksonville,Nashville
5056,8,2530.32,5.98,149.94,Phoenix,Milwaukee
3078,11,1167.84,4.61,944.03,Las Vegas,Charlotte
3001,24,2043.72,5.85,70.74,Chicago,Detroit
7100,19,1751.76,8.53,242.92,Columbus,Albuquerque
3923,4,875.88,5.15,745.48,New Orleans,Raleigh
1948,9,1751.76,6.66,602.71,Los Angeles,Washington
8345,20,486.6,7.87,1905.47,Austin,San Francisco
8076,3,1751.76,6.48,455.73,San Antonio,Oklahoma City
6443,24,583.92,6.1,1374.01,Miami,Sacramento
4949,23,486.6,5.04,624.25,Long Beach,Tampa
7828,16,1946.4,5.79,82.06,Fresno,Columbus
7865,20,2724.96,7.54,51.79,Columbus,Miami
8004,15,291.96,6.68,1196.03,Virginia Beach,Tulsa
4398,4,1070.52,3.48,306.51,Seattle,Louisville
3130,1,2043.72,3.99,183.99,Austin,Albuquerque
2060,5,583.92,4.49,593.32,Dallas,Charlotte
1267,23,291.96,5.82,2090.5,Fort Worth,San Jose
1786,22,389.28,5.21,2302.77,Albuquerque,Memphis
1561,7,2822.28,4.8,39.69,New Orleans,Boston
9374,3,194.64,5.42,6699.39,Las Vegas,Louisville
7040,8,1751.76,5.83,680.92,Jacksonville,Baltimore
1783,6,1362.48,5.11,287.76,Sacramento,El Paso
2527,6,1459.8,4.17,532.67,Las Vegas,Miami
3027,18,681.24,5.41,138.65,Chicago,San Jose
8657,14,973.2,5.54,1544.96,Tampa,Kansas City
7906,19,291.96,6.32,505.89,Dallas,Philadelphia
1851,19,2238.36,5.76,184.27,Indianapolis,Omaha
7863,9,1070.52,4.02,370.95,Indianapolis,Philadelphia
6501,1,4184.76,7.35,74.29,Chicago,Minneapolis
8819,1,875.88,4.24,877.88,Seattle,Las Vegas
7033,15,4476.72,6.09,111.62,Chicago,Arlington
7196,17,2238.36,6.16,206.97,El Paso,Oakland
5785,3,4184.76,5.37,149.59,Oakland,Los Angeles
